name,price,product_category,rating
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,nonfiction_13,Three
A Gentleman's Position (Society of Gentlemen #3),14.75,romance_8,Five
11/22/63,48.48,fiction_10,Three
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,nonfiction_13,Two
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,health_47,Five
Without Shame,48.27,add-a-comment_18,Five
Watchmen,58.05,add-a-comment_18,Four
Unlimited Intuition Now,58.87,default_15,Four
Underlying Notes,11.82,default_15,Two
The Shack,28.03,fiction_10,One
The New Brand You: Your New Image Makes the Sale for You,44.05,default_15,Five
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,food-and-drink_33,Four
The Flowers Lied,16.68,default_15,Two
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,science_22,One
The Book of Mormon,24.57,religion_12,Three
The Art and Science of Low Carbohydrate Living,52.98,health_47,Five
The Alien Club,54.40,young-adult_21,One
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,novels_46,Five
Nap-a-Roo,25.08,childrens_11,One
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,default_15,Four
Modern Day Fables,47.44,default_15,Two
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,spirituality_39,One
"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,sequential-art_5,Four
Dress Your Family in Corduroy and Denim,43.68,humor_30,Three
Don't Forget Steven,33.23,young-adult_21,One
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,nonfiction_13,Two
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,art_25,Four
A Shard of Ice (The Black Symphony Saga #1),56.63,fantasy_19,Three
A Hero's Curse (The Unseen Chronicles #1),50.49,add-a-comment_18,Three
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,add-a-comment_18,Two
"Zero to One: Notes on Startups, or How to Build the Future",34.06,nonfiction_13,Three
Why Not Me?,17.76,nonfiction_13,One
When Breath Becomes Air,39.36,nonfiction_13,Two
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,travel_2,Two
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,default_15,Five
The New Drawing on the Right Side of the Brain,43.02,art_25,Three
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,nonfiction_13,Four
The Martian (The Martian #1),41.39,default_15,Two
The High Mountains of Portugal,51.15,fiction_10,One
The Grownup,35.88,short-stories_45,One
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,business_35,One
South of Sunshine,28.93,young-adult_21,One
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,nonfiction_13,Five
Silence in the Dark (Logan Point #4),58.33,suspense_44,Three
Shadows of the Past (Logan Point #1),39.67,christian-fiction_34,Five
Roller Girl,14.10,sequential-art_5,Five
Rising Strong,21.82,nonfiction_13,Three
Proofs of God: Classical Arguments from Tertullian to Barth,54.21,philosophy_7,One
Please Kill Me: The Uncensored Oral History of Punk,31.19,music_14,Four
Out of Print: City Lights Spotlight No. 14,53.64,poetry_23,Five
My Life Next Door (My Life Next Door ),36.39,young-adult_21,Five
Miller's Valley,58.54,fiction_10,Two
Man's Search for Meaning,29.48,nonfiction_13,Three
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,nonfiction_13,Two
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,nonfiction_13,Three
Les Fleurs du Mal,29.04,poetry_23,Five
Left Behind (Left Behind #1),40.72,default_15,Two
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,music_14,Five
Kierkegaard: A Christian Missionary to Christians,47.13,philosophy_7,One
John Vassos: Industrial Design for Modern Life,20.22,default_15,Four
I'll Give You the Sun,56.48,default_15,One
I Will Find You,44.21,nonfiction_13,One
Hystopia: A Novel,21.96,fiction_10,Four
Howl and Other Poems,40.45,poetry_23,Two
History of Beauty,10.29,art_25,Four
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,default_15,Two
Future Shock (Future Shock #1),55.65,young-adult_21,Five
Ender's Game (The Ender Quintet #1),43.64,default_15,One
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,science_22,One
Death by Leisure: A Cautionary Tale,37.51,default_15,Four
Brilliant Beacons: A History of the American Lighthouse,11.45,history_32,Three
Brazen: The Courage to Find the You That's Been Hiding,19.22,nonfiction_13,Two
Between the World and Me,56.91,nonfiction_13,Four
Being Mortal: Medicine and What Matters in the End,55.06,nonfiction_13,Four
"A Murder Over a Girl: Justice, Gender, Junior High",13.20,nonfiction_13,Three
32 Yolks,53.63,food-and-drink_33,Two
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,history_32,Five
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,self-help_41,Three
Wildlife of New York: A Five-Borough Coloring Book,22.14,default_15,Two
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,mystery_3,Five
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,spirituality_39,Two
Under the Tuscan Sun,37.33,travel_2,Three
Toddlers Are A**holes: It's Not Your Fault,25.55,humor_30,One
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,default_15,One
The Whale,35.96,childrens_11,Four
The Story of Art,41.14,art_25,Four
The Origin of Species,10.01,science_22,Four
The Great Gatsby,36.05,default_15,Four
The Good Girl,49.03,default_15,Three
The Glass Castle,16.24,add-a-comment_18,One
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,biography_36,One
The Drowning Girls,35.67,add-a-comment_18,Three
The Constant Princess (The Tudor Court #1),16.62,historical-fiction_4,Three
The Bourne Identity (Jason Bourne #1),42.78,fiction_10,Four
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.30,mystery_3,Five
The Art Book,32.34,art_25,Two
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,default_15,Four
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,add-a-comment_18,Five
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.90,default_15,Two
"Sit, Stay, Love",20.90,romance_8,Three
Sister Dear,40.20,fiction_10,Four
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,childrens_11,Three
"Rich Dad, Poor Dad",51.74,business_35,One
Raymie Nightingale,34.41,childrens_11,Two
Playing from the Heart,32.38,childrens_11,One
Nightstruck: A Novel,50.35,young-adult_21,Four
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,food-and-drink_33,Five
Meternity,43.58,womens-fiction_9,Three
Memoirs of a Geisha,49.67,fiction_10,Three
Like Never Before (Walker Family #2),28.77,christian-fiction_34,Two
Life of Pi,13.22,default_15,Four
Leave This Song Behind: Teen Poetry at Its Best,51.17,poetry_23,Five
King's Folly (The Kinsman Chronicles #1),39.61,fantasy_19,Five
John Adams,57.43,add-a-comment_18,Four
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,food-and-drink_33,Four
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,food-and-drink_33,Two
Good in Bed (Cannie Shapiro #1),37.05,add-a-comment_18,Five
"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,sequential-art_5,One
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,nonfiction_13,Three
Finding God in the Ruins: How God Redeems Pain,46.64,nonfiction_13,Two
Every Heart a Doorway (Every Heart A Doorway #1),12.16,fantasy_19,Five
Delivering the Truth (Quaker Midwife Mystery #1),20.89,mystery_3,Four
Counted With the Stars (Out from Egypt #1),17.97,christian-fiction_34,Five
"Chronicles, Vol. 1",52.60,music_14,Two
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,christian_43,One
Benjamin Franklin: An American Life,48.19,biography_36,Three
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,philosophy_7,Five
A Summer In Europe,44.34,travel_2,Two
A Short History of Nearly Everything,52.40,history_32,Five
A Gathering of Shadows (Shades of Magic #2),44.81,fantasy_19,Four
The Sound Of Love,57.84,default_15,Five
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,history_32,Two
The Perks of Being a Wallflower,55.02,default_15,Three
The Mysterious Affair at Styles (Hercule Poirot #1),24.80,mystery_3,Four
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,nonfiction_13,Four
The Makings of a Fatherless Child,31.58,default_15,Two
The Joy of Cooking,43.27,add-a-comment_18,Four
The Invention of Wings,37.34,historical-fiction_4,One
The Hobbit (Middle-Earth Universe),17.80,default_15,Five
The Great Railway Bazaar,30.54,travel_2,One
The Golden Compass (His Dark Materials #1),18.77,add-a-comment_18,One
The God Delusion,46.85,add-a-comment_18,Three
The Girl You Left Behind (The Girl You Left Behind #1),15.79,historical_42,One
The Fellowship of the Ring (The Lord of the Rings #1),10.27,default_15,Two
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,poetry_23,Five
The Barefoot Contessa Cookbook,59.92,food-and-drink_33,Five
Tell the Wolves I'm Home,50.96,young-adult_21,Two
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.60,default_15,Three
Pride and Prejudice,19.27,add-a-comment_18,Four
Musicophilia: Tales of Music and the Brain,46.58,default_15,One
Mere Christianity,48.51,add-a-comment_18,Three
Me Before You (Me Before You #1),19.02,fiction_10,One
In the Woods (Dublin Murder Squad #1),38.38,mystery_3,Two
In Cold Blood,49.98,nonfiction_13,Four
How to Stop Worrying and Start Living,46.49,self-help_41,Five
Give It Back,18.32,thriller_37,Two
"Girl, Interrupted",42.14,nonfiction_13,Three
Fun Home: A Family Tragicomic,56.59,add-a-comment_18,Four
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,sequential-art_5,Four
Deception Point,40.32,fiction_10,Four
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,sequential-art_5,Three
Catherine the Great: Portrait of a Woman,58.55,history_32,Four
Better Homes and Gardens New Cook Book,39.61,food-and-drink_33,Three
An Unquiet Mind: A Memoir of Moods and Madness,21.30,psychology_26,Three
A Year in Provence (Provence #1),56.88,travel_2,Four
World Without End (The Pillars of the Earth #2),32.97,historical-fiction_4,Four
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,young-adult_21,Four
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,nonfiction_13,Two
Where She Went (If I Stay #2),41.73,young-adult_21,Four
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,default_15,Four
Two Summers,14.64,young-adult_21,One
This Is Your Brain on Music: The Science of a Human Obsession,38.40,music_14,One
The Secret Garden,15.08,classics_6,Four
The Raven King (The Raven Cycle #4),30.57,add-a-comment_18,Two
The Raven Boys (The Raven Cycle #1),57.74,fantasy_19,Four
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,food-and-drink_33,Five
The Metamorphosis,28.58,classics_6,One
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,history_32,Five
The Little Paris Bookshop,24.73,fiction_10,Three
The Hiding Place,55.91,history_32,Four
The Grand Design,13.76,science_22,Three
The Firm,45.56,fiction_10,Three
The Fault in Our Stars,47.22,default_15,One
The False Prince (The Ascendance Trilogy #1),56.00,fantasy_19,Five
The Expatriates,44.58,fiction_10,Two
The Dream Thieves (The Raven Cycle #2),34.50,default_15,One
The Darkest Corners,11.33,young-adult_21,Five
The Crossover,38.77,poetry_23,Four
The 5th Wave (The 5th Wave #1),11.83,default_15,Two
Tell the Wind and Fire,45.51,fantasy_19,Three
Tell Me Three Things,41.81,young-adult_21,One
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,nonfiction_13,Four
Siddhartha,34.22,fiction_10,Five
Shiver (The Wolves of Mercy Falls #1),16.23,default_15,Five
Remember Me?,11.48,default_15,Three
Red Dragon (Hannibal Lecter #1),23.37,horror_31,Three
Peak: Secrets from the New Science of Expertise,16.28,science_22,Two
My Mother Was Nuts,31.63,nonfiction_13,Four
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,food-and-drink_33,Five
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,childrens_11,One
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,young-adult_21,Four
Logan Kade (Fallen Crest High #5.5),13.12,academic_40,Two
Last One Home (New Beginnings #1),59.98,fiction_10,Three
Killing Floor (Jack Reacher #1),31.49,thriller_37,Four
Kill the Boy Band,15.52,young-adult_21,Five
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,young-adult_21,Five
If I Stay (If I Stay #1),38.13,default_15,Five
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,default_15,Two
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,default_15,One
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,sequential-art_5,One
Foundation (Foundation (Publication Order) #1),32.42,science-fiction_16,One
Fool Me Once,16.96,default_15,One
Find Her (Detective D.D. Warren #8),22.37,add-a-comment_18,One
Evicted: Poverty and Profit in the American City,42.27,add-a-comment_18,One
Drama,38.70,default_15,Two
Dracula the Un-Dead,35.63,horror_31,Five
Digital Fortress,58.00,fiction_10,Five
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,sequential-art_5,One
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,nonfiction_13,Three
Critique of Pure Reason,20.75,philosophy_7,One
Booked,17.49,poetry_23,Five
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,default_15,Five
Approval Junkie: Adventures in Caring Too Much,58.81,autobiography_27,Five
An Abundance of Katherines,10.00,young-adult_21,Five
America's War for the Greater Middle East: A Military History,51.22,history_32,Two
Alight (The Generations Trilogy #2),58.59,default_15,Four
A Girl's Guide to Moving On (New Beginnings #2),31.30,romance_8,One
A Game of Thrones (A Song of Ice and Fire #1),46.42,add-a-comment_18,Two
A Feast for Crows (A Song of Ice and Fire #4),17.21,fantasy_19,Four
A Clash of Kings (A Song of Ice and Fire #2),10.79,add-a-comment_18,Three
Vogue Colors A to Z: A Fashion Coloring Book,52.35,default_15,Four
The Shining (The Shining #1),27.88,default_15,Three
The Pilgrim's Progress,50.26,classics_6,Two
The Perfect Play (Play by Play #1),59.99,romance_8,Three
The Passion of Dolssa,28.32,historical-fiction_4,Five
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,nonfiction_13,Three
The Hunger Games (The Hunger Games #1),29.85,default_15,Five
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,classics_6,Two
The Gunning of America: Business and the Making of American Gun Culture,16.81,nonfiction_13,Four
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,nonfiction_13,Two
The Demonists (Demonist #1),52.11,fantasy_19,Two
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,sequential-art_5,Two
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,thriller_37,Three
The Beast (Black Dagger Brotherhood #14),46.08,fantasy_19,Five
Some Women,13.73,womens-fiction_9,Five
Shopaholic Ties the Knot (Shopaholic #3),48.39,womens-fiction_9,Five
Paper and Fire (The Great Library #2),49.45,fantasy_19,Five
Outlander (Outlander #1),19.67,default_15,Five
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,music_14,Three
No One Here Gets Out Alive,20.02,music_14,Five
Night Shift (Night Shift #1-20),12.75,horror_31,Four
Needful Things,47.51,horror_31,Four
Mockingjay (The Hunger Games #3),20.44,default_15,Four
Misery,34.79,horror_31,Two
Little Women (Little Women #1),28.07,classics_6,Four
It,25.01,horror_31,Three
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.90,default_15,Three
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,young-adult_21,Four
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,fantasy_19,Four
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,fantasy_19,Five
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,fantasy_19,One
Gone with the Wind,32.49,classics_6,Three
God Is Not Great: How Religion Poisons Everything,27.80,nonfiction_13,One
Girl With a Pearl Earring,26.77,historical-fiction_4,One
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,sequential-art_5,Four
Far From True (Promise Falls Trilogy #2),34.93,thriller_37,Two
Dark Lover (Black Dagger Brotherhood #1),12.87,romance_8,One
Confessions of a Shopaholic (Shopaholic #1),48.94,default_15,Two
Changing the Game (Play by Play #2),13.38,romance_8,Three
Candide,58.63,classics_6,Three
Can You Keep a Secret?,21.94,womens-fiction_9,One
Atlas Shrugged,26.58,fiction_10,Five
Animal Farm,57.22,classics_6,Three
A Walk to Remember,56.43,romance_8,One
A New Earth: Awakening to Your Life's Purpose,55.65,spirituality_39,Five
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,religion_12,One
'Salem's Lot,49.56,horror_31,Four
Zero History (Blue Ant #3),34.77,default_15,One
Wuthering Heights,17.73,classics_6,Three
World War Z: An Oral History of the Zombie War,21.80,default_15,One
Wild: From Lost to Found on the Pacific Crest Trail,46.02,default_15,Three
"Where'd You Go, Bernadette",18.13,default_15,One
When You Are Engulfed in Flames,30.89,humor_30,Five
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,nonfiction_13,Three
We Are All Completely Beside Ourselves,24.04,contemporary_38,One
Walk the Edge (Thunder Road #2),32.36,young-adult_21,Three
Voyager (Outlander #3),21.07,historical-fiction_4,Five
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,nonfiction_13,Three
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,food-and-drink_33,Two
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,nonfiction_13,One
Under the Banner of Heaven: A Story of Violent Faith,30.00,nonfiction_13,One
Two Boys Kissing,32.74,young-adult_21,Two
Twilight (Twilight #1),41.93,default_15,Two
Twenties Girl,42.80,womens-fiction_9,Two
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,nonfiction_13,One
Three-Martini Lunch,23.21,fiction_10,Three
"Thinking, Fast and Slow",21.14,psychology_26,One
The Wild Robot,56.07,childrens_11,Three
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,sequential-art_5,Three
The Undomestic Goddess,45.75,womens-fiction_9,Four
The Travelers,15.77,thriller_37,One
The Tipping Point: How Little Things Can Make a Big Difference,10.02,add-a-comment_18,Two
The Thing About Jellyfish,48.77,childrens_11,One
The Stand,57.86,horror_31,Two
The Smitten Kitchen Cookbook,23.59,food-and-drink_33,One
The Silkworm (Cormoran Strike #2),23.05,mystery_3,Five
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,sequential-art_5,Five
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,fantasy_19,Four
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,travel_2,One
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,biography_36,Three
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,science-fiction_16,One
The Rest Is Noise: Listening to the Twentieth Century,34.77,add-a-comment_18,One
The Red Tent,35.66,historical-fiction_4,Five
The Purpose Driven Life: What on Earth Am I Here for?,37.19,add-a-comment_18,Three
The Purest Hook (Second Circle Tattoos #3),12.25,romance_8,One
The Picture of Dorian Gray,29.70,classics_6,Two
The Paris Wife,36.80,default_15,Three
The Obsession,45.43,romance_8,One
The Nightingale,26.26,fiction_10,Four
The New Guy (and Other Senior Year Distractions),44.92,young-adult_21,Three
The Nanny Diaries (Nanny #1),52.53,womens-fiction_9,Five
The Name of God is Mercy,37.25,nonfiction_13,Two
The Maze Runner (The Maze Runner #1),20.93,default_15,One
The Lover's Dictionary,58.09,default_15,Two
The Lonely Ones,43.59,childrens_11,Five
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,business_35,Three
The Last Painting of Sara de Vos,55.55,historical-fiction_4,Two
"The Land of 10,000 Madonnas",29.64,young-adult_21,Four
The Infinities,27.41,fiction_10,One
The Husband's Secret,52.51,fiction_10,Five
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.80,add-a-comment_18,Three
The Guns of August,14.54,history_32,Two
The Guernsey Literary and Potato Peel Pie Society,49.53,historical-fiction_4,One
The Goldfinch,43.58,default_15,Three
The Giver (The Giver Quartet #1),12.30,default_15,One
The Girl with All the Gifts,49.47,horror_31,Three
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,default_15,Two
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,add-a-comment_18,One
The Exiled,43.45,mystery_3,Three
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,add-a-comment_18,Four
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,science_22,Four
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,science_22,Five
The Devil Wears Prada (The Devil Wears Prada #1),44.29,womens-fiction_9,One
The Demon-Haunted World: Science as a Candle in the Dark,52.25,default_15,Four
The Day the Crayons Came Home (Crayons),26.33,childrens_11,Five
The Da Vinci Code (Robert Langdon #2),22.96,fiction_10,Two
The Cuckoo's Calling (Cormoran Strike #1),19.21,mystery_3,One
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,classics_6,Four
The Complete Poems,41.32,add-a-comment_18,Five
The Catcher in the Rye,24.55,add-a-comment_18,One
The Cat in the Hat (Beginner Books B-1),16.26,childrens_11,Two
The Case for Christ (Cases for Christianity),47.84,add-a-comment_18,One
The Book Thief,53.49,default_15,Two
The Book of Basketball: The NBA According to The Sports Guy,44.84,sports-and-games_17,Five
The Blind Side: Evolution of a Game,53.71,add-a-comment_18,Five
The Autobiography of Malcolm X,23.43,default_15,Two
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,food-and-drink_33,Three
The Art of Fielding,22.10,fiction_10,One
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,science_22,Two
Stiff: The Curious Lives of Human Cadavers,36.74,nonfiction_13,Three
Spilled Milk: Based on a True Story,49.51,nonfiction_13,One
Something Borrowed (Darcy & Rachel #1),48.96,womens-fiction_9,Five
Something Blue (Darcy & Rachel #2),54.62,womens-fiction_9,One
Soldier (Talon #3),24.72,fantasy_19,Two
Shopaholic & Baby (Shopaholic #5),46.45,default_15,Two
Seven Days in the Art World,52.33,add-a-comment_18,Two
Seven Brief Lessons on Physics,30.60,science_22,Four
Scarlet (The Lunar Chronicles #2),14.57,young-adult_21,Four
Sarah's Key,46.29,add-a-comment_18,One
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,sequential-art_5,Five
Running with Scissors,12.91,autobiography_27,Four
Rogue Lawyer (Rogue Lawyer #1),50.11,add-a-comment_18,Three
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,nonfiction_13,Four
Rework,44.88,business_35,Two
Reservations for Two,11.10,romance_8,Three
Red: The True Story of Red Riding Hood,28.54,childrens_11,Three
Ready Player One,19.07,science-fiction_16,Four
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,default_15,One
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,sequential-art_5,Three
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,sequential-art_5,One
Packing for Mars: The Curious Science of Life in the Void,56.68,default_15,Two
Outliers: The Story of Success,14.16,nonfiction_13,One
Original Fake,31.45,sequential-art_5,Three
Orange Is the New Black,24.61,default_15,Two
One for the Money (Stephanie Plum #1),32.87,default_15,Two
Notes from a Small Island (Notes From a Small Island #1),40.17,nonfiction_13,One
Night (The Night Trilogy #1),13.51,nonfiction_13,One
Neither Here nor There: Travels in Europe,38.95,travel_2,Three
Naked,31.69,humor_30,Three
Morning Star (Red Rising #3),29.40,default_15,One
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,nonfiction_13,One
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,fantasy_19,Two
Me Talk Pretty One Day,57.60,autobiography_27,Two
Manuscript Found in Accra,34.98,add-a-comment_18,Two
Lust & Wonder,11.87,autobiography_27,Two
Lila (Gilead #3),12.47,fiction_10,Three
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,science-fiction_16,Two
Life Without a Recipe,59.04,autobiography_27,Five
Life After Life,26.13,default_15,Two
Letter to a Christian Nation,22.20,nonfiction_13,One
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,nonfiction_13,One
Legend (Legend #1),43.69,young-adult_21,Four
"Lean In: Women, Work, and the Will to Lead",25.02,default_15,One
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.50,humor_30,Five
Lady Renegades (Rebel Belle #3),53.04,young-adult_21,Five
Jurassic Park (Jurassic Park #1),44.97,fiction_10,One
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,nonfiction_13,One
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,default_15,Three
Into the Wild,56.70,nonfiction_13,Five
Inferno (Robert Langdon #4),41.00,fiction_10,Five
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,nonfiction_13,Three
If I Run (If I Run #1),49.97,christian-fiction_34,Four
I've Got Your Number,19.69,womens-fiction_9,One
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,nonfiction_13,Two
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,food-and-drink_33,Three
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.70,history_32,Two
House of Leaves,54.89,horror_31,One
Horrible Bear!,37.52,childrens_11,Two
Holidays on Ice,51.07,humor_30,Two
Heir to the Sky,44.07,fantasy_19,Four
Green Eggs and Ham (Beginner Books B-16),10.79,childrens_11,Four
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,sequential-art_5,One
Gratitude,26.66,nonfiction_13,Five
Gone Girl,37.60,default_15,Five
Golden (Heart of Dread #3),42.21,young-adult_21,Four
Girl in the Blue Coat,46.83,historical-fiction_4,Two
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,sequential-art_5,Two
"Friday Night Lights: A Town, a Team, and a Dream",51.22,sports-and-games_17,Three
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,add-a-comment_18,Four
Fifty Shades Freed (Fifty Shades #3),15.36,adult-fiction_29,Five
Fellside,38.62,default_15,One
Extreme Prey (Lucas Davenport #26),25.40,mystery_3,Three
Eragon (The Inheritance Cycle #1),43.87,fantasy_19,Three
Eclipse (Twilight #3),18.74,default_15,One
Dune (Dune #1),54.86,science-fiction_16,One
Dracula,52.62,default_15,Three
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,science-fiction_16,One
